nanoChem-generated mosquito worklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numbers of components in each group:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nucleophile (N): 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst1 (C): 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligand1 (L): 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReductantOxidant (O): 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Plate 1 Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,10,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,11,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,11,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,12,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,3,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,12,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,13,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,13,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,14,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,14,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,15,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,15,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,16,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,16,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,17,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,17,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,18,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,18,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,19,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,19,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,16,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,20,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,17,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,20,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,18,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,21,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,19,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,21,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,20,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,22,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,21,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,22,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,23,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,23,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,24,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,4,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,24,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,25,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,25,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,26,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,26,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,27,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,27,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,28,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,28,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,29,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,29,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,30,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,30,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,31,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,31,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,16,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,32,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,17,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,32,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,18,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,33,1,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,19,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,1,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,2,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,5,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPY,1,7,7,1,2,33,2,250,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,20,1,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI_ASPIRATE,1,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
